报道时间,省份,城市,新增确诊,新增出院,新增死亡,消息来源,来源链接1,来源链接2,来源链接3,备注
1月28日,山东,烟台市,2,0,0,山东省政府新闻办,https://m.thepaper.cn/newsDetail_forward_5660908,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=Arti81BGSuhCTcQhRXXgzLXW200130&fromapp=cctvnews&version=803&allow_comment=1,,
1月28日,山东,菏泽市,1,0,0,山东省政府新闻办,https://m.thepaper.cn/newsDetail_forward_5660908,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=Arti81BGSuhCTcQhRXXgzLXW200130&fromapp=cctvnews&version=803&allow_comment=1,,
1月28日,内蒙古,呼和浩特市,2,0,0,内蒙古自治区新型冠状病毒感染肺炎防控工作指挥部,http://m.news.cctv.com/2020/01/28/ARTI5we6QX8hw3uUCrB3yJIL200128.shtml,,,
1月28日,北京,西城区,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIv0RrfbRQQxH3t2hmHlty200128.shtml,,,
1月28日,北京,海淀区,4,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIv0RrfbRQQxH3t2hmHlty200128.shtml,,,
1月28日,北京,丰台区,3,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIv0RrfbRQQxH3t2hmHlty200128.shtml,,,
1月28日,北京,顺义区,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIv0RrfbRQQxH3t2hmHlty200128.shtml,,,
1月28日,北京,大兴区,2,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIv0RrfbRQQxH3t2hmHlty200128.shtml,,,
1月28日,新加坡,,3,0,0,央视新闻,http://app.cctv.com/special/cportal/detail/arti/index.html?id=Arti328RSyMYH8HNXUcwwcbD200128&fromapp=cctvnews&version=803&allow_comment=1,,,
1月28日,广西,梧州市,0,1,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIM6QezgiU1LduVpNRamsJ200128.shtml,,,
1月28日,广西,防城港市,0,1,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIM6QezgiU1LduVpNRamsJ200128.shtml,,,
1月28日,台湾,,2,0,0,新华社,http://www.xinhuanet.com/politics/2020-01/28/c_1125508368.htm,,,
1月28日,日本,,2,0,0,央视新闻,https://m.weibo.cn/2656274875/4465761466195918,,,
1月28日,浙江,温州市,0,2,0,浙江卫健委,https://mp.weixin.qq.com/s/CAs49N7rC166M5Bnca937w,,,
1月28日,辽宁,锦州市,4,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIwxOIhpNxwTdNRHGDcYSY200128.shtml,,,
1月28日,福建,福州市,6,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIlA73ucjp0yb2F6sq4CSa200128.shtml,,,
1月28日,福建,漳州市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIlA73ucjp0yb2F6sq4CSa200128.shtml,,,
1月28日,日本,,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTIM4MhrPJ4beAgEBDXVn9r200128.shtml,,,
1月28日,台湾,,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/28/ARTITb5ZApHiKOZaYH4QLqHe200128.shtml,,,
1月28日,北京,外地来京,0,2,0,北京卫健委,http://m.news.cctv.com/2020/01/28/ARTIYI6CYef3iuRq1oYshsUb200128.shtml,,,
1月28日,黑龙江,齐齐哈尔市,1,0,0,齐齐哈尔市卫健部门,http://m.news.cctv.com/2020/01/28/ARTI4IXRCXek0HKb1n85oTxM200128.shtml,,,
1月28日,黑龙江,佳木斯市,2,0,0,佳木斯卫健委,http://www.jms.gov.cn/html/index//content/2020/1/ed8665e6c9314a73a7629ff92cd27e0a.html,,,
1月27日,江西,南昌市,4,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,江西,九江市,2,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,江西,新余市,2,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,江西,宜春市,1,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,江西,吉安市,1,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,江西,抚州市,1,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,江西,景德镇市,1,0,0,江西卫健委,https://www.jiemian.com/article/3915939.html,,,
1月27日,辽宁,盘锦市,1,0,0,辽宁卫健委,https://news.sina.cn/gn/2020-01-27/detail-iihnzhha4826490.d.html,,,
1月27日,湖北,武汉市,80,2,18,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,黄石市,5,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,十堰市,20,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,襄阳市,34,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,宜昌市,11,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,荆州市,14,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,荆门市,52,0,2,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,鄂州市,19,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,孝感市,45,0,1,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,黄冈市,32,0,2,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,咸宁市,21,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,随州市,16,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,恩施州,8,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,仙桃市,1,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,天门市,8,0,0,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,湖北,潜江市,5,0,1,湖北卫健委,https://wap.peopleapp.com/article/5078280/4973050,,,
1月27日,山西,朔州市,2,0,0,山西卫健委,https://wap.peopleapp.com/article/5078284/4973053,,,
1月27日,山西,临汾市,1,0,0,山西卫健委,https://wap.peopleapp.com/article/5078284/4973053,,,
1月27日,山西,吕梁市,1,0,0,山西卫健委,https://wap.peopleapp.com/article/5078284/4973053,,,
1月27日,美国,,2,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtiFXvfoRgg3pC5wyvqOOHh200127&fromapp=cctvnews&version=803&version=803&allow_comment=1,,,
1月27日,香港,,2,0,0,国家卫健委,https://static.cdsb.com/micropub/Articles/202001/dd9d8ce553b72ea063939b320c51c5ce.html?fromUdid=CAFF13A7-FEAC-4B72-AE2D-497A40CC5C91,,,
1月27日,广西,南宁市,4,0,0,广西卫健委,https://wap.peopleapp.com/article/5078400/4973161,,,
1月27日,广西,桂林市,3,0,0,广西卫健委,https://wap.peopleapp.com/article/5078400/4973161,,,
1月27日,广西,柳州市,2,0,0,广西卫健委,https://wap.peopleapp.com/article/5078400/4973161,,,
1月27日,广西,北海市,2,0,0,广西卫健委,https://wap.peopleapp.com/article/5078400/4973161,,,
1月27日,广西,防城港市,1,0,0,广西卫健委,https://wap.peopleapp.com/article/5078400/4973161,,,
1月27日,广西,玉林市,1,0,0,广西卫健委,https://wap.peopleapp.com/article/5078400/4973161,,,
1月27日,上海,上海市,13,0,0,上海卫健委,https://m.thepaper.cn/newsDetail_forward_5648248,https://mp.weixin.qq.com/s/aawMxADpQQ0PQ_bFl-0eKw,https://baijiahao.baidu.com/s?id=1656854497769821526&wfr=spider&for=pc,
1月27日,河南,开封市,1,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,鹤壁市,2,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,许昌市,1,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,商丘市,6,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,洛阳市,1,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,平顶山市,3,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,安阳市,4,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,新乡市,1,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,漯河市,3,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,三门峡市,1,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,南阳市,4,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,信阳市,1,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,驻马店市,2,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,周口市,6,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,河南,郑州市,9,0,0,河南卫健委,https://m.bjnews.com.cn/detail/158008454815070.html,,,
1月27日,山东,威海市,3,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,德州市,3,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,济南市,2,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,青岛市,2,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,烟台市,2,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,菏泽市,2,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,淄博市,1,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,潍坊市,1,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,山东,日照市,1,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=ArtipYeVBZ1v2EVXoLn3Cjjn200127&fromapp=cctvnews&version=803&allow_comment=1,,,
1月27日,安徽,芜湖市,3,0,0,安徽卫健委,https://m.thepaper.cn/newsDetail_forward_5648277,,,
1月27日,安徽,安庆市,3,0,0,安徽卫健委,https://m.thepaper.cn/newsDetail_forward_5648277,,,
1月27日,安徽,蚌埠市,2,0,0,安徽卫健委,https://m.thepaper.cn/newsDetail_forward_5648277,,,
1月27日,安徽,宿州市,1,0,0,安徽卫健委,https://m.thepaper.cn/newsDetail_forward_5648277,,,
1月27日,安徽,淮南市,1,0,0,安徽卫健委,https://m.thepaper.cn/newsDetail_forward_5648277,安徽全省70例明细链接,,
1月27日,江苏,徐州市,3,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,无锡市,2,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,常州市,1,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,苏州市,1,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,南通市,2,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,淮安市,1,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,扬州市,3,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,江苏,泰州市,1,0,0,江苏卫健委,http://m.news.cctv.com/2020/01/27/ARTICw8xYFoUEonCiPnd1yy1200127.shtml,,,
1月27日,浙江,温州市,14,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,浙江,湖州市,2,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,浙江,绍兴市,1,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,浙江,舟山市,2,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,浙江,金华市,2,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,浙江,衢州市,2,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,浙江,台州市,1,0,0,浙江卫健委,https://m.thepaper.cn/newsDetail_forward_5648306,,,
1月27日,湖南,长沙市,4,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,衡阳市,1,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,株洲市,2,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,湘潭市,1,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,邵阳市,6,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,岳阳市,1,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,常德市,5,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,益阳市,3,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,郴州市,3,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,怀化市,3,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,湖南,娄底市,2,0,0,湖南省卫健委,https://wap.peopleapp.com/article/5078438/4973203,,,
1月27日,云南,保山市,2,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIp5saFBVOqBvUkMrJPx8L200127.shtml,,,
1月27日,云南,昭通市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIp5saFBVOqBvUkMrJPx8L200127.shtml,,,
1月27日,云南,德宏州,2,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIp5saFBVOqBvUkMrJPx8L200127.shtml,,,
1月27日,云南,昆明市,3,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIp5saFBVOqBvUkMrJPx8L200127.shtml,,,
1月27日,贵州,六盘水市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIZp8B47oNK9ONDyDP7VXn200127.shtml,,,
1月27日,贵州,黔南州,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIZp8B47oNK9ONDyDP7VXn200127.shtml,,,
1月27日,吉林,四平市,1,0,0,人民日报,https://wap.peopleapp.com/article/5078459/4973225,,,
1月27日,吉林,松原市,1,0,0,人民日报,https://wap.peopleapp.com/article/5078459/4973225,,,
1月27日,重庆,万州区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,大渡口区,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,江北区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,九龙坡区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,渝北区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,巴南区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,长寿区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,江津区,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,合川区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,綦江区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,璧山区,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,潼南区,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,开州区,3,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,丰都县,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,垫江县,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,忠县,1,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,云阳县,4,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,巫山县,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,巫溪县,2,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,重庆,两江新区,4,0,0,重庆卫健委,https://wap.peopleapp.com/article/5078461/4973227,,,
1月27日,广东,梅州市,1,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,汕尾市,1,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,广州市,25,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,深圳市,9,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,珠海市,2,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,佛山市,4,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,韶关市,1,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,中山市,2,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,阳江市,2,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,广东,湛江市,1,0,0,广东卫健委,http://m.news.cctv.com/2020/01/27/ARTIfjFwJiXHL01POdI9P3DF200127.shtml,,,
1月27日,甘肃,张掖市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIXcARDE2PMKW862717At2200127.shtml,,,
1月27日,甘肃,陇南市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIXcARDE2PMKW862717At2200127.shtml,,,
1月27日,甘肃,兰州市,4,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIXcARDE2PMKW862717At2200127.shtml,,,
1月27日,甘肃,临夏州,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIXcARDE2PMKW862717At2200127.shtml,,,
1月27日,黑龙江,佳木斯市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIqlQwjgqgqHHszZMBiviM200127.shtml,,,
1月27日,黑龙江,双鸭山市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIqlQwjgqgqHHszZMBiviM200127.shtml,,,
1月27日,黑龙江,七台河市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIqlQwjgqgqHHszZMBiviM200127.shtml,,,
1月27日,黑龙江,绥化市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIqlQwjgqgqHHszZMBiviM200127.shtml,,,
1月27日,黑龙江,大庆市,2,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIqlQwjgqgqHHszZMBiviM200127.shtml,,,
1月27日,内蒙古,包头市,2,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=Artib8nKB2QaEdV6qNVuHPxE200127&fromapp=cctvnews&version=803&version=803&allow_comment=1,,,
1月27日,内蒙古,兴安盟,1,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=Artib8nKB2QaEdV6qNVuHPxE200127&fromapp=cctvnews&version=803&version=803&allow_comment=1,,,
1月27日,内蒙古,通辽市,1,0,0,央视新闻,http://app.cntv.cn/special/cportal/detail/arti/index.html?id=Artib8nKB2QaEdV6qNVuHPxE200127&fromapp=cctvnews&version=803&version=803&allow_comment=1,,,
1月27日,河北,廊坊市,2,0,0,人民日报,https://wap.peopleapp.com/article/5078514/4973279,,,
1月27日,河北,石家庄市,2,0,0,人民日报,https://wap.peopleapp.com/article/5078514/4973279,,,
1月27日,河北,邢台市,1,0,0,人民日报,https://wap.peopleapp.com/article/5078514/4973279,,,
1月27日,澳门,,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIwSLKEO3ECl8oSWrGAjHr200127.shtml,,,
1月27日,天津,河北区,3,0,0,天津卫健委,https://wap.peopleapp.com/article/5078573/4973338,,,
1月27日,天津,外地来津,1,0,0,天津卫健委,https://wap.peopleapp.com/article/5078573/4973338,,,
1月27日,四川,成都市,11,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,绵阳市,2,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,泸州市,1,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,达州市,2,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,自贡市,1,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,资阳市,2,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,宜宾市,1,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,凉山州,1,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,四川,广安市,4,0,0,央视新闻,https://m.thepaper.cn/newsDetail_forward_5648413,,,
1月27日,辽宁,沈阳市,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIjAGAXqs5isy5jOi5RDIh200127.shtml,,,
1月27日,韩国,,1,0,0,央视新闻,http://m.news.cctv.com/2020/01/27/ARTIAnzFo1twpAmz2QhfzB4P200127.shtml,,,
1月27日,陕西,西安市,4,0,0,人民日报,https://wap.peopleapp.com/article/5079023/4973850,,,
